Timestamp,IP_Address,Method,Path,Status,User_Agent
1999-12-01 00:15:52,99.254.70.102,GET,/index.html,301,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:16:52,234.73.242.111,POST,/robots.txt,301,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:16:56,130.105.113.11,HEAD,/cgi-bin/guestbook.pl,302,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:17:39,69.192.94.171,GET,/index.html,500,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:17:57,69.31.11.180,POST,/robots.txt,500,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:20:52,88.139.181.215,GET,/styles/main.css,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:21:11,160.46.231.55,POST,/contact.htm,301,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:22:54,138.217.155.81,HEAD,/archive/1998/news.html,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:24:30,84.60.208.50,GET,/index.html,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:25:01,187.5.83.78,POST,/robots.txt,403,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:26:01,234.85.175.101,HEAD,/images/logo.gif,302,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:26:02,61.64.33.233,OPTIONS,/cgi-bin/guestbook.pl,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:26:06,204.193.145.173,HEAD,/downloads/patch_v1.exe,403,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:26:22,94.141.169.127,HEAD,/images/logo.gif,302,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:29:09,72.187.54.193,HEAD,/index.html,500,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:30:01,69.137.137.41,GET,/admin/login.asp,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:30:27,105.27.190.245,HEAD,/styles/main.css,403,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:31:31,201.229.13.247,GET,/contact.htm,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:33:41,228.215.110.107,OPTIONS,/favicon.ico,404,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:34:59,149.20.249.94,OPTIONS,/admin/login.asp,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:36:08,248.41.225.74,HEAD,/about_us.php,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:36:19,7.194.182.204,HEAD,/contact.htm,302,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:36:56,238.131.95.134,OPTIONS,/contact.htm,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:37:37,161.105.100.47,POST,/contact.htm,302,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:37:48,226.15.221.156,GET,/index.html,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:38:50,208.61.187.181,HEAD,/images/logo.gif,403,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:39:58,12.75.99.52,GET,/favicon.ico,403,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:41:02,58.73.77.185,POST,/downloads/patch_v1.exe,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:42:55,49.222.162.239,HEAD,/archive/1998/news.html,302,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:45:54,49.168.192.162,GET,/favicon.ico,403,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:46:57,141.36.29.252,GET,/images/logo.gif,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:47:08,26.71.28.126,POST,/robots.txt,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:47:39,65.43.85.206,POST,/admin/login.asp,500,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:47:52,124.208.50.212,HEAD,/archive/1998/news.html,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:49:26,37.212.82.147,POST,/styles/main.css,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:49:44,157.243.73.106,HEAD,/archive/1998/news.html,403,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 00:50:53,134.112.19.188,POST,/archive/1998/news.html,403,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:51:03,87.150.96.117,HEAD,/images/logo.gif,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:52:49,24.94.216.229,GET,/contact.htm,301,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:53:59,191.124.189.156,HEAD,/favicon.ico,302,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:54:05,40.166.0.35,GET,/styles/main.css,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:55:23,228.2.45.90,POST,/favicon.ico,301,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:56:07,116.52.47.56,HEAD,/favicon.ico,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:57:05,118.134.100.128,GET,/about_us.php,301,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 00:58:05,68.197.144.124,OPTIONS,/favicon.ico,301,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:58:12,10.106.109.233,GET,/index.html,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:58:46,3.167.192.19,HEAD,/styles/main.css,302,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 00:58:57,64.43.181.143,POST,/styles/main.css,404,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 00:59:36,245.123.113.119,POST,/contact.htm,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 00:59:59,99.59.125.103,HEAD,/index.html,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:00:42,181.236.6.76,GET,/about_us.php,500,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:01:04,153.108.26.88,POST,/robots.txt,302,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:02:59,73.49.210.20,GET,/about_us.php,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:03:16,224.30.138.219,OPTIONS,/index.html,403,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:03:55,209.214.78.3,HEAD,/contact.htm,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:04:16,13.141.137.72,GET,/robots.txt,302,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:06:58,2.42.69.129,GET,/admin/login.asp,500,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:07:40,113.41.23.132,GET,/admin/login.asp,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:08:34,107.109.186.146,POST,/archive/1998/news.html,403,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:09:34,177.164.211.94,OPTIONS,/favicon.ico,404,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:10:51,64.19.37.174,OPTIONS,/images/logo.gif,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:10:57,229.200.147.74,POST,/downloads/patch_v1.exe,302,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:11:19,119.227.51.108,POST,/robots.txt,302,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:12:26,137.62.75.196,HEAD,/contact.htm,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:13:33,44.215.124.244,GET,/cgi-bin/guestbook.pl,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:14:17,5.106.157.245,POST,/styles/main.css,500,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:15:32,145.238.160.4,HEAD,/index.html,403,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:16:39,198.242.34.67,OPTIONS,/about_us.php,302,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:17:21,61.105.148.25,GET,/downloads/patch_v1.exe,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:18:36,153.161.143.232,OPTIONS,/archive/1998/news.html,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:20:48,239.139.53.167,OPTIONS,/styles/main.css,403,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:21:36,50.5.211.31,HEAD,/contact.htm,500,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:22:14,70.253.12.49,GET,/robots.txt,404,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:23:23,121.82.6.97,HEAD,/about_us.php,403,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:24:26,237.64.217.119,GET,/index.html,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:25:10,28.12.88.87,GET,/styles/main.css,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:25:43,89.239.187.36,OPTIONS,/contact.htm,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:26:18,61.254.4.207,OPTIONS,/archive/1998/news.html,500,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:26:41,64.41.104.36,POST,/favicon.ico,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:29:06,72.156.0.158,GET,/images/logo.gif,500,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:29:57,38.7.74.91,POST,/robots.txt,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:30:55,216.218.134.209,HEAD,/robots.txt,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:31:14,73.174.184.44,OPTIONS,/images/logo.gif,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:31:40,54.69.15.11,GET,/styles/main.css,404,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:34:16,36.107.228.156,POST,/admin/login.asp,302,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:35:26,223.141.172.157,OPTIONS,/index.html,403,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:35:57,163.233.91.96,OPTIONS,/robots.txt,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:36:16,184.18.133.60,POST,/cgi-bin/guestbook.pl,301,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:36:17,191.227.162.44,OPTIONS,/index.html,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:36:26,201.166.98.245,POST,/archive/1998/news.html,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:37:47,149.109.172.123,OPTIONS,/styles/main.css,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:37:53,203.143.89.34,POST,/styles/main.css,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:39:48,226.161.216.138,GET,/images/logo.gif,301,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:42:06,211.59.165.131,HEAD,/index.html,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:45:11,72.148.57.186,POST,/about_us.php,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:45:51,146.27.206.233,GET,/archive/1998/news.html,403,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:46:43,164.239.229.19,GET,/cgi-bin/guestbook.pl,302,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 01:47:02,106.157.4.209,OPTIONS,/styles/main.css,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:49:30,203.121.210.140,HEAD,/robots.txt,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:52:26,173.74.30.129,HEAD,/styles/main.css,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:56:13,163.153.122.21,HEAD,/robots.txt,500,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 01:58:11,210.174.180.178,GET,/admin/login.asp,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 01:58:49,78.252.116.125,OPTIONS,/favicon.ico,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 01:59:39,226.76.124.152,OPTIONS,/styles/main.css,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 01:59:59,39.31.39.76,POST,/admin/login.asp,500,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:00:22,224.86.243.174,GET,/robots.txt,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:02:53,162.10.196.145,OPTIONS,/favicon.ico,404,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:03:26,38.250.144.50,OPTIONS,/cgi-bin/guestbook.pl,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:03:53,140.163.108.142,HEAD,/cgi-bin/guestbook.pl,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:04:31,94.178.94.214,OPTIONS,/cgi-bin/guestbook.pl,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:06:20,74.40.165.96,HEAD,/about_us.php,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:07:03,148.133.128.22,POST,/styles/main.css,404,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:08:17,137.90.50.244,GET,/index.html,404,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:08:53,232.40.40.83,POST,/robots.txt,404,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:09:08,212.241.154.31,HEAD,/robots.txt,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:11:00,148.164.121.71,HEAD,/about_us.php,404,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:11:05,94.237.51.174,OPTIONS,/index.html,404,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:11:22,187.57.74.174,POST,/archive/1998/news.html,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:12:15,75.146.203.186,POST,/contact.htm,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:13:39,75.132.126.11,OPTIONS,/contact.htm,404,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:13:50,84.79.240.157,POST,/robots.txt,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:15:06,54.110.118.134,GET,/styles/main.css,404,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:17:55,233.233.52.247,OPTIONS,/archive/1998/news.html,500,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:18:58,146.117.162.143,OPTIONS,/archive/1998/news.html,301,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:19:11,151.111.7.173,GET,/styles/main.css,403,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:19:15,18.186.129.51,HEAD,/admin/login.asp,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:21:36,183.135.125.121,GET,/downloads/patch_v1.exe,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:22:47,60.15.74.20,OPTIONS,/styles/main.css,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:23:31,168.42.247.173,HEAD,/favicon.ico,500,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:24:04,192.221.205.157,GET,/admin/login.asp,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:24:21,153.225.7.31,HEAD,/images/logo.gif,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:24:50,204.98.239.164,HEAD,/contact.htm,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:26:26,224.32.158.220,HEAD,/downloads/patch_v1.exe,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:27:03,230.237.83.146,GET,/robots.txt,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:27:16,240.59.63.95,GET,/contact.htm,404,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:27:25,166.149.78.54,GET,/styles/main.css,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:28:31,251.252.45.34,HEAD,/images/logo.gif,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:28:49,5.217.155.247,HEAD,/favicon.ico,302,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:28:58,175.14.234.246,POST,/index.html,301,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:29:39,104.106.184.8,OPTIONS,/cgi-bin/guestbook.pl,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:29:48,18.89.44.212,HEAD,/robots.txt,403,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:30:21,73.156.197.211,POST,/about_us.php,404,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:32:41,210.75.173.152,GET,/contact.htm,301,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:33:34,155.162.194.79,HEAD,/robots.txt,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:35:02,50.176.177.70,HEAD,/contact.htm,403,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:35:11,67.246.63.71,POST,/images/logo.gif,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:36:33,101.248.188.4,OPTIONS,/favicon.ico,403,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:36:53,169.104.34.155,OPTIONS,/about_us.php,404,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:38:49,44.124.155.142,HEAD,/favicon.ico,500,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:39:03,4.112.67.98,POST,/contact.htm,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:39:32,95.79.211.252,OPTIONS,/images/logo.gif,404,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:39:57,75.156.91.182,HEAD,/index.html,404,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:40:17,205.251.21.181,POST,/styles/main.css,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:40:47,132.108.254.143,HEAD,/downloads/patch_v1.exe,404,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 02:40:47,40.236.123.155,GET,/contact.htm,403,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:41:48,253.241.83.190,HEAD,/downloads/patch_v1.exe,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:41:56,127.65.211.126,GET,/styles/main.css,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:42:17,150.255.108.235,HEAD,/favicon.ico,500,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:42:59,111.224.131.196,HEAD,/downloads/patch_v1.exe,403,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:43:32,111.24.102.150,HEAD,/archive/1998/news.html,404,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:45:04,142.53.21.149,OPTIONS,/index.html,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:47:04,88.92.78.112,POST,/images/logo.gif,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:47:08,186.248.225.177,HEAD,/archive/1998/news.html,404,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 02:47:24,223.158.167.18,HEAD,/cgi-bin/guestbook.pl,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:48:26,4.80.48.114,HEAD,/cgi-bin/guestbook.pl,500,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:49:17,219.134.184.172,OPTIONS,/downloads/patch_v1.exe,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:51:20,83.167.234.43,HEAD,/robots.txt,302,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 02:53:48,231.73.157.183,HEAD,/index.html,500,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 02:55:53,242.197.60.34,POST,/index.html,302,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:56:52,171.246.133.78,GET,/admin/login.asp,301,Mozilla/4.7 [en] (Win95; I)
1999-12-01 02:59:34,226.106.9.219,HEAD,/index.html,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 03:00:13,150.194.220.210,POST,/about_us.php,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 03:00:32,188.21.48.250,OPTIONS,/styles/main.css,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 03:00:38,174.47.90.3,HEAD,/archive/1998/news.html,302,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 03:02:54,190.233.1.119,GET,/robots.txt,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 03:03:09,186.107.78.185,OPTIONS,/downloads/patch_v1.exe,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 03:04:19,219.206.174.184,POST,/robots.txt,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 03:04:33,195.196.79.254,GET,/downloads/patch_v1.exe,302,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 03:05:12,82.207.17.179,GET,/archive/1998/news.html,200,Mozilla/4.7 [en] (Win95; I)
1999-12-01 03:05:35,233.38.23.144,POST,/images/logo.gif,404,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 03:05:48,247.150.40.81,OPTIONS,/about_us.php,302,Mozilla/4.7 [en] (Win95; I)
1999-12-01 03:06:46,240.127.170.78,POST,/styles/main.css,200,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 03:07:25,173.78.103.243,OPTIONS,/favicon.ico,404,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 03:08:03,130.154.78.193,POST,/favicon.ico,500,Mozilla/4.7 [en] (Win95; I)
1999-12-01 03:08:18,144.24.64.86,POST,/index.html,404,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 03:08:29,182.157.134.129,GET,/about_us.php,403,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 03:10:27,178.217.105.99,GET,/favicon.ico,500,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 03:10:40,154.248.174.212,POST,/downloads/patch_v1.exe,200,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 03:10:50,239.210.222.91,POST,/index.html,301,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 03:11:18,153.247.251.139,OPTIONS,/contact.htm,200,Mozilla/4.0 (compatible; MSIE 4.01; Windows NT)
1999-12-01 03:12:05,109.142.231.180,POST,/styles/main.css,302,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 03:12:51,245.10.194.65,GET,/admin/login.asp,301,Mozilla/3.0 (compatible; Netscape/3.0; Windows 95)
1999-12-01 03:13:04,7.195.86.172,HEAD,/archive/1998/news.html,200,Googlebot/2.1 (+http://www.google.com/bot.html)
1999-12-01 03:13:30,193.70.204.155,GET,/index.html,404,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
1999-12-01 03:14:08,178.152.193.54,HEAD,/images/logo.gif,302,Mozilla/4.0 (compatible; MSIE 5.0; Windows 98)
